recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,uniqueTrackId,sceneId,roadWidth,class
30,147,10505,80,53.76474,-17.0824,196.79314,1.94348,4.04598,-2.12461,-0.65237,0.91953,0.28521,2.22248,-0.01072,-0.96272,0.00738,30147,340,20.0,car
30,147,10507,82,53.5972,-17.13279,196.77836,1.94348,4.04598,-2.05251,-0.62883,0.87847,0.27406,2.14665,-0.00956,-0.92019,0.00881,30147,340,20.0,car
30,147,10509,84,53.43558,-17.18336,196.7902,1.94348,4.04598,-1.98337,-0.60575,0.83832,0.2608,2.0738,-0.00699,-0.87792,0.00752,30147,340,20.0,car
30,147,10511,86,53.27916,-17.23133,196.83023,1.94348,4.04598,-1.91723,-0.58317,0.7987,0.24394,2.00396,-0.00308,-0.83512,0.00223,30147,340,20.0,car
30,147,10513,88,53.12752,-17.2773,196.89586,1.94348,4.04598,-1.85364,-0.562,0.75873,0.22304,1.93696,0.00099,-0.7908,-0.0071,30147,340,20.0,car
30,147,10515,90,52.98039,-17.32085,196.96092,1.94348,4.04598,-1.79242,-0.54291,0.71702,0.19825,1.87283,0.00359,-0.74367,-0.01954,30147,340,20.0,car
30,147,10517,92,52.83751,-17.36101,197.01422,1.94348,4.04598,-1.73333,-0.52744,0.67143,0.17134,1.8118,0.00283,-0.69218,-0.03263,30147,340,20.0,car
30,147,10519,94,52.69876,-17.40027,197.04195,1.94348,4.04598,-1.67614,-0.51633,0.61873,0.1465,1.75387,-0.00243,-0.6345,-0.04127,30147,340,20.0,car
30,147,10521,96,52.56579,-17.44286,197.0467,1.94348,4.04598,-1.62234,-0.50655,0.55591,0.12564,1.69956,-0.00871,-0.56832,-0.04285,30147,340,20.0,car
30,147,10523,98,52.43758,-17.48436,197.03649,1.94348,4.04598,-1.57336,-0.49728,0.48155,0.10667,1.65001,-0.0145,-0.49167,-0.0391,30147,340,20.0,car
30,147,10525,100,52.31335,-17.52499,197.04279,1.94348,4.04598,-1.53056,-0.48841,0.39531,0.0873,1.60649,-0.01838,-0.40354,-0.03239,30147,340,20.0,car
30,147,10527,102,52.19276,-17.56494,197.07013,1.94348,4.04598,-1.4952,-0.48012,0.29744,0.06545,1.57027,-0.02006,-0.30355,-0.02474,30147,340,20.0,car
30,147,10529,104,52.07521,-17.60304,197.12468,1.94348,4.04598,-1.4687,-0.47352,0.1891,0.03992,1.54302,-0.02006,-0.19247,-0.01753,30147,340,20.0,car
30,147,10531,106,51.96019,-17.64098,197.2189,1.94348,4.04598,-1.45234,-0.469,0.07231,0.01073,1.52609,-0.01806,-0.07225,-0.01116,30147,340,20.0,car
30,147,10533,108,51.84577,-17.67867,197.30587,1.94348,4.04598,-1.44672,-0.46665,-0.05026,-0.02253,1.52004,-0.01516,0.05469,-0.00656,30147,340,20.0,car
30,147,10535,110,51.73119,-17.71545,197.3841,1.94348,4.04598,-1.4521,-0.46738,-0.17621,-0.05981,1.52542,-0.01217,0.18603,-0.00443,30147,340,20.0,car
30,147,10537,112,51.61592,-17.75206,197.44924,1.94348,4.04598,-1.46883,-0.47185,-0.3032,-0.10001,1.54273,-0.0097,0.31924,-0.00449,30147,340,20.0,car
30,147,10539,114,51.49928,-17.78909,197.49667,1.94348,4.04598,-1.49707,-0.48039,-0.42873,-0.14164,1.57224,-0.00807,0.45147,-0.00619,30147,340,20.0,car
30,147,10541,116,51.3804,-17.82681,197.55283,1.94348,4.04598,-1.53707,-0.49316,-0.54959,-0.18297,1.61424,-0.00664,0.57918,-0.0087,30147,340,20.0,car
30,147,10543,118,51.25775,-17.86546,197.60362,1.94348,4.04598,-1.58846,-0.51028,-0.66203,-0.22204,1.66839,-0.00599,0.69818,-0.01142,30147,340,20.0,car
30,147,10545,120,51.1307,-17.90467,197.65262,1.94348,4.04598,-1.65036,-0.53212,-0.76255,-0.25619,1.73401,-0.0066,0.80433,-0.01288,30147,340,20.0,car
30,147,10547,122,50.99894,-17.94684,197.68451,1.94348,4.04598,-1.72221,-0.55799,-0.84721,-0.28197,1.81033,-0.00845,0.89283,-0.01128,30147,340,20.0,car
30,147,10549,124,50.86135,-17.99282,197.68557,1.94348,4.04598,-1.80301,-0.58591,-0.91116,-0.29772,1.89579,-0.01048,0.95854,-0.00684,30147,340,20.0,car
30,147,10551,126,50.71639,-18.04129,197.6797,1.94348,4.04598,-1.89044,-0.61424,-0.94984,-0.30423,1.9877,-0.01111,0.99737,-0.0014,30147,340,20.0,car
30,147,10553,128,50.56249,-18.0929,197.68769,1.94348,4.04598,-1.98143,-0.64214,-0.96,-0.30268,2.08286,-0.00977,1.00658,0.00331,30147,340,20.0,car
30,147,10555,130,50.40009,-18.14707,197.70333,1.94348,4.04598,-2.07244,-0.66822,-0.94095,-0.29565,2.17749,-0.00637,0.9863,0.00449,30147,340,20.0,car
30,147,10557,132,50.22942,-18.20219,197.7297,1.94348,4.04598,-2.16033,-0.69298,-0.8939,-0.28539,2.26876,-0.00219,0.93836,0.00038,30147,340,20.0,car
30,147,10559,134,50.05046,-18.25857,197.73749,1.94348,4.04598,-2.24179,-0.71679,-0.82201,-0.27266,2.35359,0.00026,0.866,-0.00926,30147,340,20.0,car
30,147,10561,136,49.86479,-18.31687,197.75289,1.94348,4.04598,-2.31429,-0.73953,-0.73035,-0.25746,2.42957,0.00134,0.77407,-0.02251,30147,340,20.0,car
30,147,10563,138,49.67391,-18.37523,197.77915,1.94348,4.04598,-2.37639,-0.76187,-0.62451,-0.2392,2.49553,0.00015,0.66772,-0.03708,30147,340,20.0,car
30,147,10565,140,49.47899,-18.43454,197.80249,1.94348,4.04598,-2.42749,-0.78454,-0.50958,-0.21489,2.55112,-0.0048,0.55088,-0.04881,30147,340,20.0,car
30,147,10567,142,49.28131,-18.49748,197.83398,1.94348,4.04598,-2.46751,-0.8062,-0.38976,-0.18121,2.59585,-0.01176,0.42653,-0.05314,30147,340,20.0,car
30,147,10569,144,49.08287,-18.56585,197.85169,1.94348,4.04598,-2.49768,-0.82274,-0.26705,-0.1394,2.62964,-0.01746,0.29693,-0.05082,30147,340,20.0,car
30,147,10571,146,48.88278,-18.63379,197.85624,1.94348,4.04598,-2.51842,-0.83419,-0.14104,-0.0937,2.65289,-0.02178,0.16298,-0.04594,30147,340,20.0,car
30,147,10573,148,48.68081,-18.70152,197.88019,1.94348,4.04598,-2.52909,-0.84124,-0.01112,-0.04638,2.66522,-0.02411,0.02482,-0.04073,30147,340,20.0,car
30,147,10575,150,48.47762,-18.76891,197.92536,1.94348,4.04598,-2.52883,-0.84436,0.12238,0.00173,2.66595,-0.02506,-0.11697,-0.03602,30147,340,20.0,car
30,147,10577,152,48.27514,-18.8368,198.00511,1.94348,4.04598,-2.51711,-0.84385,0.25804,0.05107,2.65468,-0.02448,-0.26118,-0.03119,30147,340,20.0,car
30,147,10579,154,48.07376,-18.90465,198.09842,1.94348,4.04598,-2.49402,-0.83852,0.39486,0.10054,2.63111,-0.02226,-0.40656,-0.0271,30147,340,20.0,car
30,147,10581,156,47.87396,-18.97014,198.20915,1.94348,4.04598,-2.45884,-0.82991,0.53119,0.15001,2.59504,-0.02,-0.55147,-0.02349,30147,340,20.0,car
30,147,10583,158,47.6762,-19.03357,198.31008,1.94348,4.04598,-2.41085,-0.81915,0.66402,0.2021,2.54613,-0.02029,-0.69389,-0.01674,30147,340,20.0,car
30,147,10585,160,47.4848,-19.10079,198.3908,1.94348,4.04598,-2.3511,-0.80364,0.78963,0.25889,2.48456,-0.02083,-0.83098,-0.00346,30147,340,20.0,car
30,147,10587,162,47.29828,-19.16767,198.42495,1.94348,4.04598,-2.2808,-0.78051,0.90654,0.31606,2.41058,-0.01962,-0.95997,0.01333,30147,340,20.0,car
30,147,10589,164,47.11817,-19.2328,198.45021,1.94348,4.04598,-2.20054,-0.75034,1.01304,0.3684,2.3249,-0.01534,-1.07756,0.02886,30147,340,20.0,car
30,147,10591,166,46.94419,-19.29439,198.44462,1.94348,4.04598,-2.11118,-0.71319,1.10775,0.40982,2.22837,-0.0086,-1.18051,0.03829,30147,340,20.0,car
30,147,10593,168,46.77824,-19.34984,198.44977,1.94348,4.04598,-2.01371,-0.67251,1.18886,0.43689,2.12304,-0.00066,-1.26602,0.03819,30147,340,20.0,car
30,147,10595,170,46.62042,-19.40015,198.45394,1.94348,4.04598,-1.90953,-0.63117,1.25516,0.45045,2.01113,0.00573,-1.33321,0.02997,30147,340,20.0,car
30,147,10597,172,46.47373,-19.44888,198.44249,1.94348,4.04598,-1.80134,-0.58952,1.30687,0.45262,1.89533,0.01061,-1.38294,0.01595,30147,340,20.0,car
30,147,10599,174,46.33481,-19.49274,198.42475,1.94348,4.04598,-1.69025,-0.54909,1.34635,0.44483,1.77715,0.01328,-1.41793,-0.0035,30147,340,20.0,car
30,147,10601,176,46.20359,-19.53225,198.4488,1.94348,4.04598,-1.5762,-0.51149,1.37458,0.43027,1.65706,0.0136,-1.4401,-0.02684,30147,340,20.0,car
30,147,10603,178,46.0816,-19.56849,198.48181,1.94348,4.04598,-1.4595,-0.47814,1.39059,0.41437,1.5358,0.00919,-1.45023,-0.04782,30147,340,20.0,car
30,147,10605,180,45.96969,-19.60538,198.5068,1.94348,4.04598,-1.34219,-0.4463,1.39442,0.40034,1.41444,0.00282,-1.44939,-0.06297,30147,340,20.0,car
30,147,10607,182,45.86852,-19.64226,198.52354,1.94348,4.04598,-1.22549,-0.41443,1.38678,0.38766,1.29367,-0.00363,-1.43809,-0.07299,30147,340,20.0,car
30,147,10609,184,45.77519,-19.67356,198.53329,1.94348,4.04598,-1.11043,-0.38299,1.36981,0.37364,1.17458,-0.01017,-1.41754,-0.08113,30147,340,20.0,car
30,147,10611,186,45.68797,-19.69876,198.54573,1.94348,4.04598,-0.99495,-0.35558,1.3422,0.36087,1.05637,-0.02066,-1.38728,-0.08477,30147,340,20.0,car
30,147,10613,188,45.61171,-19.72509,198.54849,1.94348,4.04598,-0.88068,-0.3308,1.30036,0.35467,0.94016,-0.03347,-1.34563,-0.0774,30147,340,20.0,car
30,147,10615,190,45.54749,-19.75468,198.54192,1.94348,4.04598,-0.771,-0.30408,1.24383,0.35457,0.82767,-0.04312,-1.29202,-0.05937,30147,340,20.0,car
30,147,10617,192,45.49114,-19.77966,198.52259,1.94348,4.04598,-0.66741,-0.2749,1.17535,0.3548,0.72017,-0.04864,-1.22718,-0.03696,30147,340,20.0,car
30,147,10619,194,45.4432,-19.80098,198.47216,1.94348,4.04598,-0.57077,-0.2451,1.09732,0.35266,0.61902,-0.05163,-1.15252,-0.01319,30147,340,20.0,car
30,147,10621,196,45.40411,-19.82143,198.38959,1.94348,4.04598,-0.4826,-0.21433,1.01292,0.34663,0.52557,-0.05113,-1.07055,0.00937,30147,340,20.0,car
30,147,10623,198,45.3703,-19.83764,198.28947,1.94348,4.04598,-0.40285,-0.1837,0.9262,0.33469,0.44014,-0.04799,-0.98445,0.02713,30147,340,20.0,car
30,147,10625,200,45.3411,-19.85071,198.18796,1.94348,4.04598,-0.33041,-0.1543,0.8391,0.31658,0.36207,-0.04346,-0.89599,0.03886,30147,340,20.0,car
30,147,10627,202,45.31749,-19.8605,198.08696,1.94348,4.04598,-0.26497,-0.12753,0.7518,0.29358,0.29147,-0.03897,-0.80579,0.04567,30147,340,20.0,car
30,147,10629,204,45.29905,-19.86752,198.00332,1.94348,4.04598,-0.20682,-0.10437,0.66468,0.26846,0.22895,-0.03534,-0.71511,0.04988,30147,340,20.0,car
30,147,10631,206,45.28699,-19.87525,197.95201,1.94348,4.04598,-0.15723,-0.08355,0.57952,0.24357,0.17533,-0.03102,-0.62638,0.05309,30147,340,20.0,car
30,147,10633,208,45.27686,-19.88173,197.89864,1.94348,4.04598,-0.11524,-0.06432,0.49911,0.21864,0.12943,-0.02579,-0.54215,0.05466,30147,340,20.0,car
30,147,10635,210,45.26849,-19.88637,197.8605,1.94348,4.04598,-0.07933,-0.04686,0.42409,0.19295,0.08988,-0.02027,-0.46283,0.05358,30147,340,20.0,car
30,147,10637,212,45.26279,-19.88919,197.83364,1.94348,4.04598,-0.04875,-0.03163,0.35344,0.1664,0.0561,-0.01518,-0.38742,0.05016,30147,340,20.0,car
30,147,10639,214,45.25974,-19.89057,197.81621,1.94348,4.04598,-0.02337,-0.01895,0.28614,0.13958,0.02805,-0.01089,-0.31512,0.04534,30147,340,20.0,car
30,147,10641,216,45.26003,-19.89076,197.79621,1.94348,4.04598,-0.00416,-0.0091,0.22266,0.11364,0.00674,-0.00739,-0.24673,0.04015,30147,340,20.0,car
30,147,10643,218,45.2609,-19.89042,197.78673,1.94348,4.04598,0.00941,-0.00192,0.16472,0.08994,-0.00837,-0.0047,-0.18432,0.03532,30147,340,20.0,car
30,147,10645,220,45.26188,-19.89003,197.79091,1.94348,4.04598,0.0185,0.00308,0.11292,0.06948,-0.01855,-0.00272,-0.12875,0.03165,30147,340,20.0,car
30,147,10647,222,45.26255,-19.88981,197.80448,1.94348,4.04598,0.02433,0.00659,0.06647,0.05252,-0.02518,-0.00117,-0.07934,0.02968,30147,340,20.0,car
30,147,10649,224,45.26366,-19.88963,197.81378,1.94348,4.04598,0.02735,0.00914,0.02367,0.03864,-0.02884,0.00033,-0.03435,0.02955,30147,340,20.0,car
30,147,10651,226,45.2645,-19.88968,197.81769,1.94348,4.04598,0.02802,0.01125,-0.01726,0.0269,-0.03012,0.00213,0.0082,0.0309,30147,340,20.0,car
30,147,10653,228,45.26599,-19.88948,197.82311,1.94348,4.04598,0.02617,0.01311,-0.05824,0.01595,-0.02893,0.00447,0.05056,0.03301,30147,340,20.0,car
30,147,10655,230,45.2674,-19.88931,197.82924,1.94348,4.04598,0.02136,0.01479,-0.10021,0.00447,-0.02487,0.00754,0.09403,0.03494,30147,340,20.0,car
30,147,10657,232,45.26762,-19.88925,197.84683,1.94348,4.04598,0.01397,0.0164,-0.1443,-0.00912,-0.01833,0.01133,0.14015,0.03554,30147,340,20.0,car
30,147,10659,234,45.26694,-19.88937,197.86175,1.94348,4.04598,0.00406,0.01795,-0.19245,-0.02681,-0.00937,0.01584,0.1914,0.03351,30147,340,20.0,car
30,147,10661,236,45.26515,-19.88977,197.87203,1.94348,4.04598,-0.00857,0.01935,-0.24699,-0.05106,0.00222,0.02104,0.25074,0.02721,30147,340,20.0,car
30,147,10663,238,45.26266,-19.8904,197.87861,1.94348,4.04598,-0.02476,0.02025,-0.31019,-0.08486,0.01734,0.02687,0.32126,0.01446,30147,340,20.0,car
30,147,10665,240,45.2595,-19.89106,197.89875,1.94348,4.04598,-0.04582,0.01991,-0.38342,-0.13159,0.03748,0.03303,0.4053,-0.00738,30147,340,20.0,car
30,147,10667,242,45.25461,-19.89188,197.94319,1.94348,4.04598,-0.07291,0.01728,-0.467,-0.19472,0.06404,0.0389,0.50427,-0.04138,30147,340,20.0,car
30,147,10669,244,45.24834,-19.89214,198.02327,1.94348,4.04598,-0.10743,0.01037,-0.56059,-0.27723,0.09895,0.0431,0.61885,-0.09018,30147,340,20.0,car
30,147,10671,246,45.23965,-19.89219,198.1205,1.94348,4.04598,-0.15079,-0.00319,-0.66241,-0.38064,0.1443,0.04386,0.74794,-0.15575,30147,340,20.0,car
30,147,10673,248,45.22784,-19.8922,198.21477,1.94348,4.04598,-0.20419,-0.02618,-0.7695,-0.50464,0.20214,0.03896,0.88869,-0.23883,30147,340,20.0,car
30,147,10675,250,45.21287,-19.8923,198.32934,1.94348,4.04598,-0.26904,-0.06175,-0.87731,-0.6463,0.27481,0.02599,1.03605,-0.33761,30147,340,20.0,car
30,147,10677,252,45.19369,-19.89427,198.50081,1.94348,4.04598,-0.34622,-0.11307,-0.97931,-0.79884,0.3642,0.00263,1.18219,-0.4468,30147,340,20.0,car
30,147,10679,254,45.16731,-19.90098,198.74585,1.94348,4.04598,-0.43529,-0.18072,-1.0674,-0.95411,0.47028,-0.03125,1.3174,-0.56046,30147,340,20.0,car
30,147,10681,256,45.13309,-19.91917,199.14135,1.94348,4.04598,-0.5346,-0.26136,-1.13407,-1.10697,0.59075,-0.07161,1.43434,-0.67391,30147,340,20.0,car
30,147,10683,258,45.08896,-19.94815,199.6995,1.94348,4.04598,-0.64135,-0.35088,-1.1729,-1.26055,0.72209,-0.11416,1.52917,-0.7914,30147,340,20.0,car
30,147,10685,260,45.03161,-19.98211,200.40726,1.94348,4.04598,-0.7494,-0.45098,-1.18256,-1.42028,0.85962,-0.16136,1.60358,-0.91879,30147,340,20.0,car
30,147,10687,262,44.96151,-20.02249,201.26215,1.94348,4.04598,-0.85392,-0.56363,-1.16765,-1.58849,1.00018,-0.2156,1.66422,-1.05693,30147,340,20.0,car
30,147,10689,264,44.8859,-20.06878,202.25306,1.94348,4.04598,-0.95337,-0.6921,-1.13642,-1.76353,1.14446,-0.27951,1.71963,-1.20182,30147,340,20.0,car
30,147,10691,266,44.80914,-20.12509,203.45391,1.94348,4.04598,-1.05109,-0.8388,-1.09177,-1.93838,1.2981,-0.35116,1.77306,-1.3437,30147,340,20.0,car
30,147,10693,268,44.72696,-20.19729,204.93652,1.94348,4.04598,-1.14943,-1.0011,-1.02729,-2.10695,1.46435,-0.42316,1.81984,-1.47741,30147,340,20.0,car
30,147,10695,270,44.63435,-20.28493,206.61602,1.94348,4.04598,-1.24476,-1.17636,-0.93563,-2.26819,1.63987,-0.49403,1.85265,-1.60866,30147,340,20.0,car
30,147,10697,272,44.53347,-20.38632,208.48333,1.94348,4.04598,-1.33402,-1.36424,-0.81227,-2.42279,1.82316,-0.56291,1.86939,-1.74215,30147,340,20.0,car
30,147,10699,274,44.42338,-20.50365,210.58681,1.94348,4.04598,-1.41307,-1.5643,-0.65481,-2.57075,2.01244,-0.62761,1.87181,-1.87986,30147,340,20.0,car
30,147,10701,276,44.29938,-20.6346,212.85163,1.94348,4.04598,-1.47376,-1.77751,-0.46745,-2.71107,2.20231,-0.69378,1.86336,-2.02394,30147,340,20.0,car
30,147,10703,278,44.1752,-20.78035,215.38873,1.94348,4.04598,-1.51347,-2.005,-0.26272,-2.83923,2.39498,-0.75807,1.85844,-2.16251,30147,340,20.0,car
30,147,10705,280,44.05274,-20.94127,218.18244,1.94348,4.04598,-1.53618,-2.24905,-0.04567,-2.94497,2.5978,-0.81825,1.85638,-2.28665,30147,340,20.0,car
30,147,10707,282,43.93008,-21.12212,221.1249,1.94348,4.04598,-1.5412,-2.50831,0.18304,-3.01386,2.81067,-0.8758,1.84435,-2.39066,30147,340,20.0,car
30,147,10709,284,43.8063,-21.32915,224.17795,1.94348,4.04598,-1.52699,-2.7765,0.42287,-3.03363,3.03003,-0.9271,1.81083,-2.47035,30147,340,20.0,car
30,147,10711,286,43.68469,-21.56419,227.40668,1.94348,4.04598,-1.49292,-3.04399,0.67268,-3.0013,3.25131,-0.96109,1.75422,-2.52646,30147,340,20.0,car
30,147,10713,288,43.56448,-21.82126,230.75869,1.94348,4.04598,-1.43698,-3.30488,0.93053,-2.92173,3.46861,-0.9777,1.6742,-2.56893,30147,340,20.0,car
30,147,10715,290,43.44637,-22.09639,234.15113,1.94348,4.04598,-1.35554,-3.5574,1.18968,-2.79913,3.67738,-0.98464,1.57214,-2.60363,30147,340,20.0,car
30,147,10717,292,43.33619,-22.39121,237.56352,1.94348,4.04598,-1.2487,-3.79881,1.44035,-2.63482,3.8759,-0.98367,1.4512,-2.62886,30147,340,20.0,car
30,147,10719,294,43.23613,-22.70618,241.00933,1.94348,4.04598,-1.11807,-4.02461,1.67381,-2.43096,4.06221,-0.97262,1.31511,-2.64229,30147,340,20.0,car
30,147,10721,296,43.14969,-23.0398,244.52199,1.94348,4.04598,-0.96664,-4.23052,1.88324,-2.19212,4.23492,-0.94718,1.16883,-2.64307,30147,340,20.0,car
30,147,10723,298,43.07424,-23.39265,248.05408,1.94348,4.04598,-0.79561,-4.41189,2.06295,-1.92552,4.38954,-0.91091,1.015,-2.63309,30147,340,20.0,car
30,147,10725,300,43.01517,-23.76034,251.56475,1.94348,4.04598,-0.60841,-4.56492,2.20671,-1.643,4.52305,-0.86639,0.86085,-2.61303,30147,340,20.0,car
30,147,10727,302,42.9748,-24.13983,254.91614,1.94348,4.04598,-0.41074,-4.68789,2.31233,-1.35865,4.63326,-0.82335,0.7101,-2.58623,30147,340,20.0,car
