recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,uniqueTrackId,sceneId,roadWidth
30,14,1056,128,12.03993,-15.33729,322.37663,0.0,0.0,1.17194,-0.89281,0.01936,0.10117,1.47326,-0.00829,-0.04643,-0.09195,30014,340,20.0
30,14,1058,130,12.13428,-15.40685,322.5528,0.0,0.0,1.17008,-0.87974,0.03192,0.07442,1.46386,-0.01301,-0.01991,-0.07849,30014,340,20.0
30,14,1060,132,12.22658,-15.47383,322.73433,0.0,0.0,1.17005,-0.87116,0.04986,0.04054,1.45866,-0.01518,0.01513,-0.06246,30014,340,20.0
30,14,1062,134,12.31802,-15.53946,322.92056,0.0,0.0,1.17324,-0.86838,0.07117,0.00378,1.45958,-0.01458,0.0545,-0.04592,30014,340,20.0
30,14,1064,136,12.40974,-15.60484,323.1109,0.0,0.0,1.18008,-0.87182,0.09288,-0.03079,1.46715,-0.01108,0.09276,-0.03113,30014,340,20.0
30,14,1066,138,12.50268,-15.67129,323.30489,0.0,0.0,1.19019,-0.88092,0.11215,-0.05801,1.48073,-0.00486,0.12459,-0.0205,30014,340,20.0
30,14,1068,140,12.59733,-15.74051,323.50213,0.0,0.0,1.20286,-0.89368,0.12678,-0.07404,1.49851,0.00296,0.14595,-0.01589,30014,340,20.0
30,14,1070,142,12.69242,-15.81203,323.70227,0.0,0.0,1.21773,-0.908,0.13516,-0.07718,1.51895,0.01094,0.15462,-0.01781,30014,340,20.0
30,14,1072,144,12.78841,-15.88583,323.90498,0.0,0.0,1.23462,-0.92191,0.13512,-0.06733,1.54074,0.01759,0.14885,-0.0252,30014,340,20.0
30,14,1074,146,12.88844,-15.96223,324.10984,0.0,0.0,1.25129,-0.93326,0.12523,-0.04598,1.56083,0.02253,0.12841,-0.03616,30014,340,20.0
30,14,1076,148,12.99236,-16.04099,324.31638,0.0,0.0,1.26486,-0.93994,0.10722,-0.01659,1.57566,0.02566,0.09676,-0.04907,30014,340,20.0
30,14,1078,150,13.09782,-16.1202,324.52404,0.0,0.0,1.27379,-0.94097,0.08546,0.01591,1.58342,0.02703,0.06036,-0.06256,30014,340,20.0
30,14,1080,152,13.20541,-16.19982,324.73219,0.0,0.0,1.27678,-0.93584,0.06576,0.04611,1.5828,0.02687,0.02706,-0.07562,30014,340,20.0
30,14,1082,154,13.31029,-16.27669,324.94012,0.0,0.0,1.27558,-0.92613,0.05399,0.06912,1.57612,0.02535,0.00449,-0.08759,30014,340,20.0
30,14,1084,156,13.4117,-16.35028,325.14704,0.0,0.0,1.27352,-0.91443,0.05246,0.08285,1.56765,0.02262,-0.0043,-0.09797,30014,340,20.0
30,14,1086,158,13.51028,-16.42105,325.3521,0.0,0.0,1.27373,-0.90307,0.05944,0.08809,1.56127,0.01877,-0.00118,-0.10627,30014,340,20.0
30,14,1088,160,13.61023,-16.49103,325.55439,0.0,0.0,1.27675,-0.89309,0.07107,0.08738,1.55804,0.01433,0.00919,-0.11226,30014,340,20.0
30,14,1090,162,13.71207,-16.56091,325.75295,0.0,0.0,1.28149,-0.88441,0.08511,0.08298,1.55702,0.0099,0.02366,-0.11649,30014,340,20.0
30,14,1092,164,13.81488,-16.63048,325.94679,0.0,0.0,1.28735,-0.87683,0.10113,0.07631,1.55759,0.0056,0.04106,-0.11985,30014,340,20.0
30,14,1094,166,13.9158,-16.69907,326.13493,0.0,0.0,1.2958,-0.87075,0.11841,0.06864,1.56118,0.00096,0.06007,-0.12297,30014,340,20.0
30,14,1096,168,14.01757,-16.76747,326.31634,0.0,0.0,1.3077,-0.86627,0.1339,0.06162,1.56859,-0.00442,0.07724,-0.12553,30014,340,20.0
30,14,1098,170,14.12152,-16.83617,326.48999,0.0,0.0,1.32189,-0.86277,0.14504,0.05638,1.5785,-0.01042,0.08981,-0.12708,30014,340,20.0
30,14,1100,172,14.22689,-16.90519,326.65485,0.0,0.0,1.33745,-0.85963,0.1506,0.05328,1.5898,-0.01706,0.09653,-0.12729,30014,340,20.0
30,14,1102,174,14.33326,-16.9742,326.80988,0.0,0.0,1.35431,-0.85638,0.14927,0.05198,1.60216,-0.02471,0.09646,-0.12522,30014,340,20.0
30,14,1104,176,14.44178,-17.04307,326.95405,0.0,0.0,1.37146,-0.85283,0.13971,0.05198,1.61466,-0.033,0.08877,-0.11976,30014,340,20.0
30,14,1106,178,14.55243,-17.11167,327.08636,0.0,0.0,1.38759,-0.8489,0.12156,0.05267,1.62614,-0.04134,0.07343,-0.11027,30014,340,20.0
30,14,1108,180,14.66531,-17.17981,327.20586,0.0,0.0,1.40118,-0.84452,0.09563,0.0534,1.63528,-0.04899,0.05146,-0.09669,30014,340,20.0
30,14,1110,182,14.77971,-17.24757,327.31197,0.0,0.0,1.41108,-0.83981,0.0639,0.05369,1.64115,-0.05527,0.02479,-0.0797,30014,340,20.0
30,14,1112,184,14.89508,-17.31488,327.40455,0.0,0.0,1.41668,-0.83482,0.0289,0.05306,1.64327,-0.05984,-0.00423,-0.06027,30014,340,20.0
30,14,1114,186,15.0111,-17.38169,327.48192,0.0,0.0,1.41742,-0.82973,-0.00638,0.05116,1.64123,-0.06231,-0.03288,-0.03971,30014,340,20.0
30,14,1116,188,15.12841,-17.44863,327.54348,0.0,0.0,1.41247,-0.82438,-0.03806,0.04757,1.63425,-0.0624,-0.05765,-0.01971,30014,340,20.0
30,14,1118,190,15.24527,-17.51558,327.58879,0.0,0.0,1.40168,-0.8184,-0.06089,0.04108,1.62199,-0.06038,-0.07342,-0.00205,30014,340,20.0
30,14,1120,192,15.35913,-17.58089,327.61752,0.0,0.0,1.3873,-0.8127,-0.07039,0.03056,1.60682,-0.05667,-0.07581,0.01189,30014,340,20.0
30,14,1122,194,15.46897,-17.64481,327.62949,0.0,0.0,1.37235,-0.80851,-0.06474,0.01629,1.59196,-0.05188,-0.0634,0.02091,30014,340,20.0
30,14,1124,196,15.57422,-17.70777,327.62463,0.0,0.0,1.36077,-0.8067,-0.04595,-0.00033,1.5812,-0.04734,-0.03863,0.02488,30014,340,20.0
30,14,1126,198,15.67827,-17.77087,327.60293,0.0,0.0,1.35476,-0.80756,-0.01957,-0.01715,1.57657,-0.04399,-0.00734,0.02497,30014,340,20.0
30,14,1128,200,15.78375,-17.83499,327.56445,0.0,0.0,1.35352,-0.81042,0.00914,-0.03255,1.57703,-0.04197,0.02517,0.02257,30014,340,20.0
30,14,1130,202,15.88983,-17.89966,327.50929,0.0,0.0,1.35642,-0.81468,0.03674,-0.04592,1.58173,-0.04145,0.05566,0.019,30014,340,20.0
30,14,1132,204,15.99752,-17.96535,327.43757,0.0,0.0,1.36263,-0.81988,0.06071,-0.05708,1.5897,-0.04239,0.08189,0.01543,30014,340,20.0
30,14,1134,206,16.107,-18.03205,327.34945,0.0,0.0,1.37065,-0.82525,0.0802,-0.0667,1.59929,-0.04464,0.10351,0.01289,30014,340,20.0
30,14,1136,208,16.21703,-18.09868,327.24565,0.0,0.0,1.38002,-0.83092,0.0954,-0.07577,1.61015,-0.04784,0.12123,0.01211,30014,340,20.0
30,14,1138,210,16.32789,-18.16501,327.12586,0.0,0.0,1.39049,-0.83751,0.10641,-0.08449,1.62243,-0.05136,0.13523,0.0132,30014,340,20.0
30,14,1140,212,16.43993,-18.23179,326.99034,0.0,0.0,1.40152,-0.8452,0.11342,-0.0923,1.63573,-0.05475,0.1454,0.01561,30014,340,20.0
30,14,1142,214,16.55283,-18.29988,326.83945,0.0,0.0,1.41263,-0.85349,0.11703,-0.09884,1.64942,-0.0582,0.15203,0.01873,30014,340,20.0
30,14,1144,216,16.66626,-18.36864,326.67465,0.0,0.0,1.42397,-0.86216,0.11751,-0.10424,1.66348,-0.06193,0.15546,0.02254,30014,340,20.0
30,14,1146,218,16.78059,-18.43811,326.49678,0.0,0.0,1.43528,-0.87112,0.11488,-0.1087,1.67766,-0.06586,0.1558,0.02723,30014,340,20.0
30,14,1148,220,16.89582,-18.5083,326.30638,0.0,0.0,1.44632,-0.88031,0.10913,-0.11241,1.69171,-0.06991,0.15316,0.03298,30014,340,20.0
30,14,1150,222,17.01191,-18.57924,326.10398,0.0,0.0,1.45683,-0.88967,0.10027,-0.11554,1.7054,-0.07399,0.14767,0.03998,30014,340,20.0
30,14,1152,224,17.12882,-18.65093,325.89009,0.0,0.0,1.46657,-0.89915,0.08831,-0.11829,1.71849,-0.07796,0.13945,0.04842,30014,340,20.0
30,14,1154,226,17.24646,-18.72339,325.66525,0.0,0.0,1.47529,-0.90873,0.07324,-0.12084,1.73078,-0.08171,0.12863,0.05848,30014,340,20.0
30,14,1156,228,17.36475,-18.79662,325.42999,0.0,0.0,1.48274,-0.9184,0.05506,-0.12338,1.74204,-0.08509,0.11535,0.07035,30014,340,20.0
30,14,1158,230,17.48358,-18.87063,325.18483,0.0,0.0,1.48867,-0.92815,0.03379,-0.12609,1.7521,-0.08792,0.09973,0.08423,30014,340,20.0
30,14,1160,232,17.60282,-18.94543,324.93031,0.0,0.0,1.49283,-0.93801,0.00943,-0.12916,1.76077,-0.09002,0.08193,0.1003,30014,340,20.0
30,14,1162,234,17.72222,-19.02072,324.66645,0.0,0.0,1.49502,-0.94814,-0.01804,-0.13274,1.76798,-0.09113,0.06205,0.11872,30014,340,20.0
30,14,1164,236,17.84203,-19.09621,324.39235,0.0,0.0,1.49488,-0.95912,-0.04866,-0.13632,1.7738,-0.09058,0.03981,0.13917,30014,340,20.0
30,14,1166,238,17.96272,-19.17281,324.10872,0.0,0.0,1.49145,-0.97091,-0.08177,-0.13899,1.77747,-0.0878,0.01524,0.16054,30014,340,20.0
30,14,1168,240,18.08427,-19.25047,323.81642,0.0,0.0,1.48361,-0.98325,-0.1154,-0.14007,1.77795,-0.08228,-0.01045,0.18118,30014,340,20.0
30,14,1170,242,18.20578,-19.32951,323.51693,0.0,0.0,1.4706,-0.9958,-0.14604,-0.13907,1.77449,-0.07374,-0.03473,0.19865,30014,340,20.0
30,14,1172,244,18.32591,-19.4102,323.21181,0.0,0.0,1.45276,-1.00791,-0.16964,-0.13611,1.76705,-0.06281,-0.05435,0.2106,30014,340,20.0
30,14,1174,246,18.44109,-19.49061,322.90193,0.0,0.0,1.43273,-1.02007,-0.18352,-0.13132,1.75804,-0.05059,-0.06716,0.21544,30014,340,20.0
30,14,1176,248,18.55208,-19.57227,322.58832,0.0,0.0,1.4136,-1.03213,-0.18883,-0.1241,1.74987,-0.03901,-0.07459,0.2133,30014,340,20.0
30,14,1178,250,18.66059,-19.65524,322.2724,0.0,0.0,1.39717,-1.04373,-0.1896,-0.11398,1.74373,-0.02942,-0.08022,0.20617,30014,340,20.0
30,14,1180,252,18.768,-19.74045,321.95564,0.0,0.0,1.38393,-1.05371,-0.19097,-0.10137,1.73926,-0.02304,-0.08792,0.19752,30014,340,20.0
30,14,1182,254,18.87756,-19.82735,321.63948,0.0,0.0,1.3717,-1.06097,-0.19668,-0.08827,1.73403,-0.01935,-0.09943,0.19128,30014,340,20.0
30,14,1184,256,18.98958,-19.91562,321.32532,0.0,0.0,1.35723,-1.06485,-0.2063,-0.07795,1.72502,-0.0168,-0.11235,0.18978,30014,340,20.0
30,14,1186,258,19.10011,-20.00252,321.01458,0.0,0.0,1.33963,-1.06631,-0.21628,-0.07391,1.71214,-0.01395,-0.12162,0.19351,30014,340,20.0
30,14,1188,260,19.20727,-20.0872,320.7087,0.0,0.0,1.32029,-1.06775,-0.22388,-0.07737,1.69799,-0.00972,-0.12428,0.20165,30014,340,20.0
30,14,1190,262,19.31139,-20.17028,320.40917,0.0,0.0,1.30076,-1.07133,-0.22868,-0.08678,1.68514,-0.0034,-0.12092,0.21261,30014,340,20.0
30,14,1192,264,19.4135,-20.25309,320.11755,0.0,0.0,1.28182,-1.07817,-0.23179,-0.09871,1.67496,0.00543,-0.11458,0.22438,30014,340,20.0
30,14,1194,266,19.51504,-20.33649,319.83545,0.0,0.0,1.26309,-1.08855,-0.23444,-0.10909,1.66735,0.01719,-0.1088,0.23458,30014,340,20.0
30,14,1196,268,19.61686,-20.42148,319.56456,0.0,0.0,1.24329,-1.10183,-0.23633,-0.11408,1.66095,0.03226,-0.10589,0.24011,30014,340,20.0
30,14,1198,270,19.71729,-20.5087,319.30661,0.0,0.0,1.22189,-1.11673,-0.23538,-0.1108,1.65456,0.05003,-0.10622,0.23748,30014,340,20.0
30,14,1200,272,19.81434,-20.5979,319.06333,0.0,0.0,1.20018,-1.13179,-0.22992,-0.09771,1.64824,0.06861,-0.10967,0.22446,30014,340,20.0
30,14,1202,274,19.90786,-20.68903,318.83643,0.0,0.0,1.18006,-1.14565,-0.22044,-0.07425,1.64247,0.08576,-0.11709,0.20099,30014,340,20.0
30,14,1204,276,19.99919,-20.7823,318.62745,0.0,0.0,1.16254,-1.15666,-0.20932,-0.04097,1.6369,0.09961,-0.13,0.16909,30014,340,20.0
30,14,1206,278,20.09008,-20.87807,318.43777,0.0,0.0,1.14736,-1.16281,-0.1993,-5e-05,1.62994,0.10886,-0.1491,0.13226,30014,340,20.0
30,14,1208,280,20.18225,-20.9751,318.2685,0.0,0.0,1.13272,-1.16255,-0.19152,0.04435,1.61916,0.11359,-0.17245,0.09439,30014,340,20.0
30,14,1210,282,20.27526,-21.07209,318.12047,0.0,0.0,1.11649,-1.15529,-0.18389,0.08693,1.60252,0.11484,-0.19495,0.05803,30014,340,20.0
30,14,1212,284,20.36587,-21.1667,317.99431,0.0,0.0,1.09911,-1.14236,-0.17302,0.12294,1.58119,0.11333,-0.21084,0.02443,30014,340,20.0
30,14,1214,286,20.45365,-21.25833,317.8904,0.0,0.0,1.08201,-1.12571,-0.15689,0.14964,1.55755,0.10958,-0.21673,-0.00581,30014,340,20.0
30,14,1216,288,20.53884,-21.34698,317.80888,0.0,0.0,1.06675,-1.1075,-0.13535,0.16657,1.53417,0.10412,-0.21215,-0.03251,30014,340,20.0
30,14,1218,290,20.62245,-21.43358,317.7497,0.0,0.0,1.05427,-1.08914,-0.10958,0.17492,1.51269,0.09734,-0.19873,-0.0558,30014,340,20.0
30,14,1220,292,20.70634,-21.51913,317.71258,0.0,0.0,1.04435,-1.07119,-0.08086,0.17636,1.49333,0.08975,-0.17849,-0.07606,30014,340,20.0
30,14,1222,294,20.79142,-21.60446,317.69708,0.0,0.0,1.03565,-1.05327,-0.04863,0.17169,1.47487,0.08195,-0.15152,-0.09426,30014,340,20.0
30,14,1224,296,20.87559,-21.68914,317.70258,0.0,0.0,1.02816,-1.03499,-0.01054,0.16012,1.45701,0.07361,-0.11555,-0.11134,30014,340,20.0
30,14,1226,298,20.95654,-21.77067,317.72832,0.0,0.0,1.02422,-1.01799,0.03441,0.141,1.44263,0.06433,-0.06938,-0.12748,30014,340,20.0
30,14,1228,300,21.03485,-21.84949,317.77338,0.0,0.0,1.02648,-1.00405,0.0839,0.11561,1.43488,0.05363,-0.01557,-0.142,30014,340,20.0
30,14,1230,302,21.11408,-21.92778,317.83667,0.0,0.0,1.03556,-0.99378,0.13336,0.08654,1.43467,0.04151,0.04076,-0.15366,30014,340,20.0
30,14,1232,304,21.194,-22.00523,317.91698,0.0,0.0,1.05116,-0.98719,0.17858,0.05592,1.44176,0.02817,0.09506,-0.16119,30014,340,20.0
30,14,1234,306,21.27717,-22.08321,318.01299,0.0,0.0,1.07202,-0.98397,0.21578,0.0257,1.45507,0.01424,0.1432,-0.16346,30014,340,20.0
30,14,1236,308,21.36215,-22.16029,318.12331,0.0,0.0,1.09674,-0.9841,0.24295,-0.00284,1.47353,0.00064,0.18279,-0.16006,30014,340,20.0
30,14,1238,310,21.44949,-22.23728,318.24655,0.0,0.0,1.12472,-0.98799,0.258,-0.02755,1.49699,-0.01192,0.21082,-0.15126,30014,340,20.0
30,14,1240,312,21.54022,-22.31489,318.38135,0.0,0.0,1.154,-0.99505,0.25961,-0.04617,1.52359,-0.02257,0.22475,-0.13791,30014,340,20.0
30,14,1242,314,21.63348,-22.39313,318.52643,0.0,0.0,1.18318,-1.00474,0.24753,-0.05666,1.55192,-0.03077,0.22298,-0.12148,30014,340,20.0
30,14,1244,316,21.73026,-22.47357,318.68062,0.0,0.0,1.21051,-1.01564,0.22206,-0.05735,1.57972,-0.03645,0.20465,-0.10354,30014,340,20.0
30,14,1246,318,21.83012,-22.55589,318.84284,0.0,0.0,1.23397,-1.02595,0.18504,-0.04826,1.60427,-0.03966,0.17108,-0.08545,30014,340,20.0
30,14,1248,320,21.9329,-22.64053,319.01217,0.0,0.0,1.25186,-1.03385,0.13963,-0.03085,1.62307,-0.04069,0.12564,-0.06829,30014,340,20.0
