recordingId,frame,uniqueTrackId,sceneId,roadWidth,sceneX,sceneY,sceneXVelocity,sceneYVelocity,sceneXAcceleration,sceneYAcceleration
7,7096,7060,130,6,-5.154221599,-0.635278097,0.365883724,-0.544879538,0.055575415,-0.017970413
7,7098,7060,130,6,-5.224510127,-0.526152842,0.351442641,-0.545626276,0.072205416,0.00373369
7,7100,7060,130,6,-5.293314691,-0.415821747,0.344022819,-0.551655475,0.03709911,0.030145995
7,7102,7060,130,6,-5.360407898,-0.30430193,0.335466038,-0.557599085,0.042783903,0.029718053
7,7104,7060,130,6,-5.427227408,-0.192733233,0.334097547,-0.557843486,0.006842457,0.001222001
7,7106,7060,130,6,-5.493968328,-0.082328805,0.333704604,-0.552022137,0.001964715,-0.029106741
7,7108,7060,130,6,-5.560535541,0.027567365,0.332836062,-0.549480851,0.004342706,-0.012706432
7,7110,7060,130,6,-5.624560042,0.13787197,0.320122506,-0.551523024,0.063567784,0.010210867
7,7112,7060,130,6,-5.688872986,0.250151745,0.321564723,-0.561398879,-0.007211085,0.049379274
7,7114,7060,130,6,-5.754130177,0.364785008,0.326285954,-0.573166312,-0.023606155,0.058837165
7,7116,7060,130,6,-5.820107425,0.481244747,0.329886238,-0.582298697,-0.01800142,0.045661925
7,7118,7060,130,6,-5.886416262,0.597681074,0.331544187,-0.582181632,-0.008289746,-0.000585328
7,7120,7060,130,6,-5.952773937,0.716833576,0.331788376,-0.595762514,-0.001220948,0.067904413
7,7122,7060,130,6,-6.018507673,0.837404423,0.328668677,-0.602854233,0.015598499,0.035458593
7,7124,7060,130,6,-6.083503948,0.958670002,0.324981378,-0.606327895,0.018436493,0.017368311
7,7126,7060,130,6,-6.148237306,1.081640566,0.323666787,-0.61485282,0.006572954,0.042624626
7,7128,7060,130,6,-6.213012477,1.206322344,0.323875854,-0.623408888,-0.001045331,0.042780338
7,7130,7060,130,6,-6.278113947,1.331448225,0.325507355,-0.625629407,-0.008157506,0.011102594
7,7132,7060,130,6,-6.344582694,1.455586404,0.332343734,-0.620690893,-0.034181897,-0.024692568
7,7134,7060,130,6,-6.412472401,1.57824574,0.339448531,-0.613296682,-0.035523984,-0.036971057
7,7136,7060,130,6,-6.478948566,1.699516299,0.332380829,-0.606352793,0.035338508,-0.034719445
7,7138,7060,130,6,-6.5444547,1.820353223,0.32753067,-0.604184624,0.024250797,-0.010840842
7,7140,7060,130,6,-6.610702569,1.941875735,0.331239344,-0.607612559,-0.01854337,0.017139674
7,7142,7060,130,6,-6.677958913,2.063893704,0.336281721,-0.610089843,-0.025211884,0.01238642
7,7144,7060,130,6,-6.746253241,2.184706562,0.341471636,-0.60406429,-0.025949574,-0.030127763
7,7146,7060,130,6,-6.814899377,2.303463154,0.343230682,-0.59378296,-0.008795233,-0.051406652
7,7148,7060,130,6,-6.884187477,2.42030494,0.346440497,-0.584208928,-0.016049075,-0.04787016
7,7150,7060,130,6,-6.954244245,2.535792049,0.350283842,-0.577435546,-0.019216723,-0.03386691
7,7152,7060,130,6,-7.025430738,2.650642979,0.355932463,-0.574254653,-0.028243105,-0.015904465
7,7154,7060,130,6,-7.098703976,2.764739794,0.366366193,-0.570484073,-0.052168651,-0.018852901
7,7156,7060,130,6,-7.174358675,2.877310454,0.378273493,-0.5628533,-0.059536501,-0.038153867
7,7158,7060,130,6,-7.25320431,2.987684998,0.394228175,-0.55187272,-0.079773408,-0.0549029
7,7160,7060,130,6,-7.335840846,3.095826793,0.413182682,-0.540708976,-0.094772534,-0.055818719
7,10756,7087,130,6,-9.605006883,-2.959483618,0.390044956,-0.49066289,-0.010960712,0.028486625
7,10758,7087,130,6,-9.685224732,-2.861063384,0.401089247,-0.49210117,-0.055221453,0.007191396
7,10760,7087,130,6,-9.768189096,-2.762651004,0.414821816,-0.492061897,-0.068662846,-0.000196361
7,10762,7087,130,6,-9.853129745,-2.665079335,0.424703246,-0.487858346,-0.049407149,-0.021017758
7,10764,7087,130,6,-9.940809917,-2.568088627,0.438400859,-0.484953541,-0.068488066,-0.014524024
7,10766,7087,130,6,-10.03067762,-2.471099478,0.449338521,-0.484945746,-0.054688308,-3.90E-05
7,10768,7087,130,6,-10.12173043,-2.374197023,0.455264067,-0.484512272,-0.029627732,-0.002167369
7,10770,7087,130,6,-10.21299004,-2.277120684,0.456298043,-0.485381694,-0.005169879,0.004347108
7,10772,7087,130,6,-10.30407925,-2.179766925,0.455446015,-0.486768795,0.004260137,0.006935505
7,10774,7087,130,6,-10.39507956,-2.082061885,0.455001559,-0.4885252,0.00222228,0.008782026
7,10776,7087,130,6,-10.4856031,-1.984262564,0.452617702,-0.488996606,0.011919287,0.002357031
7,10778,7087,130,6,-10.57611965,-1.88703635,0.452582746,-0.486131073,0.00017478,-0.014327664
7,10780,7087,130,6,-10.66666668,-1.79091606,0.452735146,-0.480601446,-0.000761999,-0.027648135
7,10782,7087,130,6,-10.75738749,-1.696298135,0.453604065,-0.473089624,-0.004344597,-0.037559113
7,10784,7087,130,6,-10.84851038,-1.603434528,0.45561447,-0.464318035,-0.010052023,-0.043857945
7,10786,7087,130,6,-10.94049852,-1.511689647,0.459940705,-0.458724406,-0.021631177,-0.027968146
7,10788,7087,130,6,-11.03464345,-1.422295251,0.470724627,-0.446971979,-0.053919611,-0.058762131
7,10790,7087,130,6,-11.12960728,-1.33438544,0.474819162,-0.439549057,-0.020472675,-0.037114614
7,10792,7087,130,6,-11.22585455,-1.247728228,0.481236318,-0.433286061,-0.03208578,-0.031314976
7,10794,7087,130,6,-11.32501237,-1.162778985,0.495789103,-0.424746216,-0.072763923,-0.042699227
7,10796,7087,130,6,-11.42503377,-1.079557234,0.500106998,-0.416108752,-0.021589474,-0.04318732
7,10798,7087,130,6,-11.52660833,-0.998004909,0.50787282,-0.407761626,-0.038829111,-0.041735628
7,10800,7087,130,6,-11.62951033,-0.91753036,0.514510024,-0.402372747,-0.033186021,-0.026944396
7,10802,7087,130,6,-11.73284322,-0.837650486,0.516664445,-0.39939937,-0.010772103,-0.014866886
7,10804,7087,130,6,-11.83522619,-0.758658333,0.511914837,-0.394960763,0.023748037,-0.022193033
7,10806,7087,130,6,-11.93692159,-0.680545586,0.508477011,-0.390563735,0.017189129,-0.021985139
7,10808,7087,130,6,-12.03779698,-0.603270322,0.504376945,-0.386376319,0.020500333,-0.020937081
7,10771,7090,130,6,8.479221638,2.93037959,-0.042621724,0.566324919,-0.043794445,0.012356035
7,10773,7090,130,6,8.486459978,2.816201703,-0.0361917,0.570889434,-0.032150117,-0.022822576
7,10775,7090,130,6,8.491834822,2.700905476,-0.026874223,0.576481135,-0.046587387,-0.027958503
7,10777,7090,130,6,8.499296723,2.585350992,-0.037309504,0.577772421,0.052176402,-0.006456434
7,10779,7090,130,6,8.508527377,2.468382749,-0.046153268,0.584841214,0.044218822,-0.035343964
7,10781,7090,130,6,8.51849632,2.350367688,-0.049844715,0.590075306,0.018457236,-0.026170459
7,10783,7090,130,6,8.528948506,2.232602979,-0.05226093,0.588823545,0.012081075,0.006258803
7,10785,7090,130,6,8.542101108,2.115063322,-0.065763015,0.587698282,0.067510422,0.005626316
7,10787,7090,130,6,8.55604851,1.999353965,-0.069737005,0.578546785,0.019869953,0.045757485
7,10789,7090,130,6,8.570756716,1.884871464,-0.073541034,0.572412508,0.019020146,0.030671388
7,10791,7090,130,6,8.586524299,1.770441145,-0.078837913,0.572151594,0.026484393,0.00130457
7,10793,7090,130,6,8.603476538,1.655962986,-0.084761196,0.572390797,0.029616415,-0.001196018
7,10795,7090,130,6,8.621525834,1.542353024,-0.090246478,0.568049809,0.027426412,0.02170494
7,10797,7090,130,6,8.641571216,1.431050233,-0.10022691,0.556513952,0.049902156,0.057679284
7,10799,7090,130,6,8.664103061,1.322878769,-0.112659225,0.540857323,0.062161577,0.078283146
7,10801,7090,130,6,8.689409536,1.216443976,-0.126532375,0.532173964,0.069365748,0.043416795
7,10803,7090,130,6,8.717768823,1.110697611,-0.141796439,0.528731822,0.076320322,0.01721071
7,10805,7090,130,6,8.748765976,1.005583838,-0.154985761,0.525568869,0.065946612,0.015814766
7,10807,7090,130,6,8.781904144,0.900122429,-0.165690842,0.527307043,0.053525403,-0.008690868
7,10809,7090,130,6,8.816088988,0.794252401,-0.170924221,0.52935014,0.026166894,-0.010215486
7,10811,7090,130,6,8.849005331,0.68869511,-0.164581714,0.527786455,-0.031712532,0.007818426
7,10813,7090,130,6,8.883023215,0.582908893,-0.17008942,0.528931084,0.027538529,-0.005723146
7,10815,7090,130,6,8.917321336,0.476463915,-0.171490604,0.532224894,0.007005919,-0.01646905
7,10817,7090,130,6,8.951891587,0.369381013,-0.172851257,0.535414506,0.006803265,-0.015948059
7,10819,7090,130,6,8.985933228,0.261818977,-0.170208204,0.537810183,-0.013215268,-0.011978384
7,10821,7090,130,6,9.016977617,0.153734081,-0.155221945,0.540424482,-0.074931292,-0.013071495
7,10823,7090,130,6,9.044538209,0.04566165,-0.137802958,0.540362154,-0.087094936,0.000311639
7,10825,7090,130,6,9.069627133,-0.062249345,-0.125444622,0.539554973,-0.061791678,0.004035903
7,10827,7090,130,6,9.093825839,-0.168759943,-0.120993526,0.532552992,-0.022255479,0.035009908
7,10829,7090,130,6,9.119246051,-0.272760817,-0.127101064,0.520004367,0.03053769,0.062743123
7,10831,7090,130,6,9.146713108,-0.375053788,-0.137335285,0.511464857,0.0511711,0.042697553
7,10833,7090,130,6,9.176537826,-0.476487263,-0.149123591,0.507167376,0.05894153,0.021487404
7,10835,7090,130,6,9.208708202,-0.577536169,-0.160851876,0.505244532,0.058641425,0.009614222
7,10837,7090,130,6,9.243311071,-0.678238707,-0.173014347,0.503512689,0.060812359,0.008659212
7,10839,7090,130,6,9.278658148,-0.778670959,-0.176735386,0.502161257,0.018605195,0.00675716
7,10841,7090,130,6,9.31599821,-0.8786015,-0.186700309,0.499652707,0.049824611,0.012542753
7,10843,7090,130,6,9.35621518,-0.978871746,-0.20108485,0.50135123,0.071922705,-0.008492616
7,10845,7090,130,6,9.398239036,-1.0796052,-0.210119281,0.503667271,0.045172157,-0.011580207
7,10847,7090,130,6,9.441586712,-1.180337163,-0.216738378,0.503659811,0.033095485,3.73E-05
7,10849,7090,130,6,9.486714834,-1.280995583,-0.225640613,0.503292101,0.044511175,0.001838552
7,10851,7090,130,6,9.53359025,-1.381051121,-0.234377079,0.50027769,0.043682328,0.015072052
7,10853,7090,130,6,9.581627538,-1.479973322,-0.24018644,0.494611005,0.029046807,0.028333426
7,10855,7090,130,6,9.631654407,-1.576312566,-0.250134346,0.481696221,0.04973953,0.064573924
7,10857,7090,130,6,9.68371807,-1.669733784,-0.260318312,0.467106092,0.050919829,0.072950641
7,10859,7090,130,6,9.736436948,-1.761940428,-0.263594393,0.461033219,0.016380404,0.030364369
7,10861,7090,130,6,9.791611181,-1.852971259,-0.275871164,0.455154156,0.061383858,0.029395313
7,10863,7090,130,6,9.84932183,-1.943034674,-0.288553244,0.450317075,0.063410399,0.024185406
7,10865,7090,130,6,9.90973189,-2.031846538,-0.302050299,0.44405932,0.067485276,0.031288776
7,10867,7090,130,6,9.971992921,-2.119285812,-0.311305157,0.437196368,0.04627429,0.034314758
7,10869,7090,130,6,10.03452821,-2.204962904,-0.312676458,0.428385464,0.006856502,0.044054522
7,10871,7090,130,6,10.09641386,-2.289093237,-0.309428251,0.420651664,-0.016241033,0.038668997
7,10873,7090,130,6,10.15790958,-2.373356052,-0.30747858,0.421314072,-0.009748353,-0.003312041
7,10875,7090,130,6,10.22003257,-2.457418056,-0.310614961,0.420310023,0.015681905,0.005020245
7,10877,7090,130,6,10.28253297,-2.541093329,-0.312502012,0.418376364,0.009435256,0.009668296
7,10879,7090,130,6,10.3464917,-2.624335706,-0.319793619,0.416211885,0.036458034,0.010822395
7,10881,7090,130,6,10.41141718,-2.707657896,-0.324627432,0.416610949,0.024169065,-0.001995317
7,10883,7090,130,6,10.47736823,-2.790816295,-0.32975523,0.415791992,0.025638989,0.004094783
7,10885,7090,130,6,10.54455511,-2.874055411,-0.335934398,0.416195582,0.030895839,-0.002017951
7,10887,7090,130,6,10.61258263,-2.958407101,-0.340137615,0.421758447,0.021016084,-0.027814326
7,10889,7090,130,6,10.68065121,-3.043592166,-0.340342867,0.425925325,0.001026262,-0.02083439
7,16903,7129,130,6,8.888656572,2.923807759,-0.045328142,0.664386228,-0.00289123,-0.041912299
7,16905,7129,130,6,8.89808256,2.79022614,-0.04712994,0.667908092,0.009008988,-0.017609319
7,16907,7129,130,6,8.90827575,2.656016827,-0.050965948,0.671046569,0.019180043,-0.015692385
7,16909,7129,130,6,8.919488866,2.522948017,-0.05606558,0.665344047,0.02549816,0.028512608
7,16911,7129,130,6,8.932210055,2.390739333,-0.063605947,0.661043422,0.037701833,0.021503123
7,16913,7129,130,6,8.94654925,2.257159022,-0.071695972,0.667901555,0.040450127,-0.034290666
7,16915,7129,130,6,8.963362165,2.123806756,-0.084064577,0.666761329,0.061843024,0.005701133
7,16917,7129,130,6,8.982433205,1.990891385,-0.095355196,0.664576857,0.056453096,0.010922358
7,16919,7129,130,6,9.003732659,1.859303479,-0.106497273,0.657939529,0.055710383,0.033186642
7,16921,7129,130,6,9.027810532,1.728369247,-0.120389367,0.654671162,0.069460471,0.016341833
7,16923,7129,130,6,9.054515482,1.596849375,-0.133524746,0.657599357,0.065676893,-0.014640977
7,16925,7129,130,6,9.084197815,1.465249615,-0.148411668,0.657998799,0.07443461,-0.001997208
7,16927,7129,130,6,9.11710128,1.334658079,-0.164517323,0.652957681,0.080528276,0.02520559
7,16929,7129,130,6,9.1535917,1.205552963,-0.182452104,0.64552558,0.089673906,0.037160503
7,16931,7129,130,6,9.193542757,1.079492646,-0.199755284,0.630301588,0.086515902,0.076119963
7,16933,7129,130,6,9.236393482,0.955217637,-0.214253623,0.621375044,0.072491692,0.044632719
7,16935,7129,130,6,9.281965153,0.83218816,-0.227858355,0.615147383,0.068023661,0.031138305
7,16937,7129,130,6,9.330700063,0.710192374,-0.243674552,0.60997893,0.079080986,0.025842264
7,16939,7129,130,6,9.38218417,0.589443512,-0.257420534,0.603744311,0.068729911,0.031173094
7,16941,7129,130,6,9.434961659,0.470032695,-0.263887442,0.597054087,0.03233454,0.033451122
7,16943,7129,130,6,9.488872593,0.35103877,-0.269554673,0.594969622,0.028336154,0.010422327
7,16945,7129,130,6,9.544648549,0.23140751,-0.278879778,0.5981563,0.046625524,-0.015933393
7,16947,7129,130,6,9.601950006,0.111851393,-0.286507283,0.597780584,0.038137527,0.001878581
7,16949,7129,130,6,9.661256032,-0.007294478,-0.296530131,0.595729357,0.050114236,0.010256136
7,16951,7129,130,6,9.722956109,-0.126032158,-0.308500385,0.593688399,0.059851272,0.01020479
7,16953,7129,130,6,9.786843441,-0.244187762,-0.319436664,0.590778019,0.054681393,0.014551898
7,16955,7129,130,6,9.85139952,-0.362409539,-0.322780393,0.591108888,0.016718646,-0.001654346
7,16957,7129,130,6,9.917093982,-0.481177012,-0.328472311,0.593837363,0.028459588,-0.013642373
7,16959,7129,130,6,9.984312067,-0.59954377,-0.336090427,0.591833792,0.038090584,0.010017856
7,16961,7129,130,6,10.05301481,-0.716718814,-0.343513728,0.585875218,0.037116505,0.02979287
7,16963,7129,130,6,10.12266126,-0.832211975,-0.348232237,0.577465808,0.023592543,0.04204705
7,16965,7129,130,6,10.19227403,-0.94644662,-0.348063869,0.571173221,-0.000841839,0.031462935
7,16967,7129,130,6,10.26296744,-1.060054583,-0.353467042,0.568039816,0.027015864,0.015667022
7,16969,7129,130,6,10.33461454,-1.172327075,-0.35823547,0.561362459,0.023842139,0.033386785
7,16971,7129,130,6,10.40863335,-1.282875662,-0.370094066,0.552742935,0.059292981,0.043097621
7,16973,7129,130,6,10.48563519,-1.391606516,-0.385009197,0.543654268,0.074575655,0.045443335
7,16975,7129,130,6,10.56573789,-1.498181088,-0.400513513,0.532872864,0.07752158,0.053907024
7,16977,7129,130,6,10.64887782,-1.603175965,-0.415699659,0.524974386,0.075930733,0.039492389
7,16979,7129,130,6,10.73479057,-1.706972313,-0.429563755,0.518981736,0.069320479,0.029963247
7,16981,7129,130,6,10.82328347,-1.80939555,-0.4424645,0.512116187,0.064503726,0.03432775
7,16983,7129,130,6,10.91457508,-1.909995974,-0.456458027,0.50300212,0.069967632,0.045570335
7,16985,7129,130,6,11.0079589,-2.008659712,-0.466919085,0.493318693,0.052305293,0.048417134
7,16987,7129,130,6,11.10279495,-2.106048378,-0.474180263,0.486943326,0.036305889,0.031876832
7,16989,7129,130,6,11.19810009,-2.20275553,-0.476525686,0.483535762,0.011727113,0.01703782
7,16991,7129,130,6,11.29380528,-2.298529703,-0.478525989,0.478870863,0.010001515,0.023324498
7,16993,7129,130,6,11.39068279,-2.393382413,-0.484387533,0.474263553,0.029307721,0.023036547
7,16995,7129,130,6,11.48890562,-2.487807795,-0.491114139,0.472126905,0.033633032,0.010683241
7,16997,7129,130,6,11.58789676,-2.582308604,-0.494955723,0.472504048,0.019207917,-0.001885712
7,16999,7129,130,6,11.68737797,-2.67784722,-0.497406013,0.477693082,0.012251453,-0.025945171
7,17001,7129,130,6,11.78630933,-2.774871327,-0.494656833,0.485120531,-0.013745901,-0.037137248
7,17003,7129,130,6,11.88460027,-2.872691581,-0.491454689,0.489101269,-0.016010721,-0.019903688
7,17005,7129,130,6,11.98307048,-2.971133092,-0.492351061,0.492207556,0.00448186,-0.015531434
7,17007,7129,130,6,12.08067079,-3.070311258,-0.488001521,0.49589083,-0.021747697,-0.01841637
7,17045,7131,130,6,11.07342334,-2.90864859,0.295703633,-0.553079833,0.048481687,0.011060674
7,17047,7131,130,6,11.01583584,-2.797226912,0.287937476,-0.557108394,0.038830785,0.020142805
7,17049,7131,130,6,10.95949107,-2.685163488,0.281723854,-0.560317118,0.031068107,0.016043619
7,17051,7131,130,6,10.90338869,-2.572415559,0.280511911,-0.563739645,0.006059715,0.017112637
7,17053,7131,130,6,10.84863299,-2.455962359,0.273778471,-0.582265999,0.0336672,0.092631769
7,17055,7131,130,6,10.79584232,-2.336715023,0.263953373,-0.596236681,0.049125491,0.069853408
7,17057,7131,130,6,10.74625179,-2.217614478,0.247952629,-0.595502723,0.08000372,-0.003669786
7,17059,7131,130,6,10.69913384,-2.098406299,0.235589767,-0.596040898,0.061814312,0.002690871
7,17061,7131,130,6,10.65437709,-1.979272961,0.223783732,-0.595666689,0.059030176,-0.001871045
7,17063,7131,130,6,10.61109822,-1.860965941,0.216394382,-0.591535102,0.036946748,-0.020657935
7,17065,7131,130,6,10.5679767,-1.744272407,0.215607615,-0.583467667,0.003933832,-0.040337172
7,17067,7131,130,6,10.52531023,-1.628193626,0.213332315,-0.580393906,0.011376499,-0.015368808
7,17069,7131,130,6,10.48480236,-1.512100553,0.202539383,-0.580465368,0.053964663,0.000357312
7,17071,7131,130,6,10.44691686,-1.395779191,0.189427476,-0.58160681,0.065559536,0.00570721
7,17073,7131,130,6,10.41205478,-1.278891202,0.174310404,-0.584439942,0.07558536,0.014165659
7,17075,7131,130,6,10.38066098,-1.161988125,0.156968999,-0.584515385,0.086707022,0.000377218
7,17077,7131,130,6,10.35263557,-1.046922666,0.140127043,-0.575327295,0.084209783,-0.04594045
7,17079,7131,130,6,10.32781546,-0.93268339,0.124100564,-0.571196378,0.080132394,-0.020654586
7,17081,7131,130,6,10.30576211,-0.816835264,0.11026673,-0.579240633,0.069169171,0.040221273
7,17083,7131,130,6,10.28618054,-0.699569808,0.097907848,-0.586327279,0.061794406,0.035433231
7,17085,7131,130,6,10.26825849,-0.581500484,0.089610264,-0.590346619,0.041487922,0.0200967
7,17087,7131,130,6,10.2516797,-0.463393312,0.082893927,-0.59053586,0.033581687,0.000946205
7,17089,7131,130,6,10.23576413,-0.345671171,0.079577861,-0.588610709,0.01658033,-0.009625756
7,17091,7131,130,6,10.22054758,-0.227192473,0.07608278,-0.592393487,0.017475405,0.018913889
7,17093,7131,130,6,10.20557234,-0.106139059,0.074876201,-0.605267071,0.006032894,0.06436792
7,17095,7131,130,6,10.19070781,0.017553435,0.074322642,-0.61846247,0.002767796,0.065976998
7,17097,7131,130,6,10.17540586,0.141358896,0.076509755,-0.619027303,-0.010935566,0.002824165
7,17099,7131,130,6,10.15874303,0.265196438,0.083314112,-0.619187709,-0.034021783,0.000802027
7,17101,7131,130,6,10.14061076,0.388827084,0.09066138,-0.618153231,-0.036736343,-0.005172391
7,17103,7131,130,6,10.12103248,0.511487388,0.097891416,-0.613301521,-0.036150178,-0.024258548
7,17105,7131,130,6,10.09969764,0.633445239,0.106674154,-0.609789256,-0.043913693,-0.017561323
7,17107,7131,130,6,10.0765313,0.756941191,0.115831729,-0.617479759,-0.045787871,0.038452514
7,17109,7131,130,6,10.05133586,0.882680555,0.125977173,-0.62869682,-0.050727222,0.056085305
7,17111,7131,130,6,10.02367677,1.009856085,0.13829548,-0.63587765,-0.061591536,0.035904146
7,17113,7131,130,6,9.993314925,1.136997598,0.151809217,-0.635707564,-0.067568682,-0.000850428
7,17115,7131,130,6,9.959545542,1.263178342,0.168846913,-0.630903721,-0.085188481,-0.024019215
7,17117,7131,130,6,9.922483222,1.38865883,0.185311603,-0.627402439,-0.082323451,-0.017506412
7,17119,7131,130,6,9.883274771,1.514734488,0.196042251,-0.63037829,-0.053653241,0.014879257
7,17121,7131,130,6,9.843452642,1.638464874,0.199110648,-0.618651933,-0.015341988,-0.058631782
7,17123,7131,130,6,9.802004878,1.760416072,0.207238817,-0.609755986,-0.040640843,-0.044479736
7,17125,7131,130,6,9.75887846,1.880514671,0.215632092,-0.600492998,-0.041966372,-0.046314939
7,17127,7131,130,6,9.714363088,1.998484678,0.222576861,-0.589850035,-0.034723848,-0.053214818
7,17129,7131,130,6,9.668620089,2.115218994,0.228714996,-0.58367158,-0.030690673,-0.030892274
7,17131,7131,130,6,9.621861723,2.231726304,0.233791826,-0.58253655,-0.025384152,-0.00567515
7,17133,7131,130,6,9.574083751,2.348955071,0.238889865,-0.586143835,-0.025490192,0.018036424
7,17135,7131,130,6,9.525983333,2.464681231,0.240502086,-0.578630797,-0.008061109,-0.03756519
7,17137,7131,130,6,9.476079299,2.580516777,0.249520172,-0.579177733,-0.045090426,0.002734682
7,17139,7131,130,6,9.424835476,2.696243851,0.256219115,-0.578635367,-0.033494716,-0.002711831
7,17141,7131,130,6,9.371769594,2.811017457,0.265329411,-0.57386803,-0.045551482,-0.023836683
7,17143,7131,130,6,9.316559007,2.925926126,0.276052934,-0.574543349,-0.053617615,0.003376595
7,17145,7131,130,6,9.258753702,3.04220079,0.289026524,-0.581373317,-0.064867952,0.034149837
8,5401,8077,130,6,-9.304573785,-2.961668923,0.272814197,-0.599340034,-0.038632318,0.033318261
8,5403,8077,130,6,-9.361529417,-2.840509932,0.284778163,-0.605794955,-0.059819833,0.032274605
8,5405,8077,130,6,-9.41928238,-2.718399066,0.288764811,-0.610554329,-0.019933237,0.023796871
8,5407,8077,130,6,-9.476439375,-2.595451765,0.285784978,-0.614736506,0.014899163,0.020910881
8,5409,8077,130,6,-9.532547675,-2.472091746,0.280541498,-0.616800098,0.026217402,0.010317961
8,5411,8077,130,6,-9.588211485,-2.347407177,0.27831905,-0.623422841,0.011112236,0.033113716
8,5413,8077,130,6,-9.643800319,-2.222088828,0.277944172,-0.626591747,0.001874394,0.01584453
8,5415,8077,130,6,-9.69863855,-2.098354743,0.274191153,-0.618670424,0.018765093,-0.039606613
8,5417,8077,130,6,-9.752945982,-1.975479467,0.27153716,-0.614376379,0.013269963,-0.021470226
8,5419,8077,130,6,-9.806589262,-1.853152007,0.2682164,-0.611637301,0.016603801,-0.013695393
8,5421,8077,130,6,-9.860088333,-1.730159037,0.267495354,-0.614964851,0.003605232,0.016637752
8,5423,8077,130,6,-9.913891925,-1.606876642,0.269017963,-0.616411973,-0.007613044,0.00723561
8,5425,8077,130,6,-9.968387157,-1.483925661,0.272476159,-0.614754905,-0.017290983,-0.008285344
8,5427,8077,130,6,-10.02129726,-1.362397484,0.264550521,-0.607640887,0.039628194,-0.03557009
8,5429,8077,130,6,-10.072993,-1.241807719,0.258478695,-0.602948826,0.030359129,-0.023460303
8,5431,8077,130,6,-10.12668294,-1.120976361,0.268449694,-0.604156788,-0.049854997,0.006039809
8,5433,8077,130,6,-10.18064087,-0.999159975,0.269789642,-0.609081932,-0.006699737,0.024625719
8,5435,8077,130,6,-10.23466281,-0.876044088,0.270109696,-0.615579436,-0.001600273,0.032487523
8,5437,8077,130,6,-10.2899657,-0.753224926,0.276514487,-0.614095808,-0.032023955,-0.007418142
8,5439,8077,130,6,-10.34797013,-0.631183084,0.290022146,-0.61020921,-0.067538296,-0.019432989
8,5441,8077,130,6,-10.40913442,-0.508949988,0.305821452,-0.611165479,-0.078996527,0.004781344
8,5443,8077,130,6,-10.47363628,-0.385217579,0.322509291,-0.618662046,-0.083439196,0.037482838
8,5445,8077,130,6,-10.53896675,-0.260329526,0.326652319,-0.624440265,-0.020715141,0.028891096
8,5447,8077,130,6,-10.6049574,-0.135261603,0.329953254,-0.625339614,-0.016504675,0.004496742
8,5449,8077,130,6,-10.6726339,-0.011756368,0.338382533,-0.617526179,-0.042146392,-0.039067174
8,5451,8077,130,6,-10.73864328,0.109954883,0.330046891,-0.608556252,0.041678205,-0.044849634
8,5453,8077,130,6,-10.80150571,0.230730881,0.314312134,-0.603879992,0.078673787,-0.0233813
